id,label,t1,t2,article_number
H22-15-A,N,"
Article 91
If a party to a juridical act manifests an intention that is inconsistent with the provisions of laws and regulations that are not related to public policy, that intention prevails..
","
In cases where an obligor does not perform an obligation, the agreement of the parties involved that the obligee
",91
H22-15-U,Y,"
Article 677
A partner's creditor may not exercise the rights of that creditor against the partnership property..
","
An obligor of a partnership cannot set off his/her obligation against his/her claim against the partners.
",677
H22-17-4,Y,"
Article 650
(1) If the mandatary has expended costs found to be necessary for the administration of the mandated business, the mandatary may claim reimbursement of those costs from the mandator and any interest on the same from the day the costs were expended.
(2) If the mandatary has borne any obligation found to be necessary for the administration of the mandated business, the mandatary may demand that the mandator perform the obligation on the mandatary's behalf. In such cases, if the obligation has not yet fallen due, the mandatary may require the mandator to tender reasonable security.
(3) If a mandatary incurs loss or damage that is not due to the negligence of the mandatary in order to administer the mandated business, the mandatary may claim compensation for this from the mandator..
","
If the mandatary suffer any loss due to the administration of the mandated business s without negligence in the mandatary, he/she can claimcompensation for the loss from the mandator.
",650
H22-18-I,Y,"
Article 465-2
(1) A guarantor to a guarantee contract under which the principal obligation is one or more unidentified obligations within a certain specified scope (hereinafter referred to as a ""contract for revolving guarantee"") and the guarantor is not a corporation (hereinafter referred to as a ""contract for revolving guarantee by an individual"") is liable to perform the obligation in terms of the amounts of the principal of the principal obligation, any interest, penalty and compensation for loss or damage in connection with the principal obligation, and all the other charges secondary to the obligation, as well as the amount of any penalty or compensation for loss or damage which is agreed- upon on with regard to the guarantee obligation, up to a certain maximum amount which pertains to all of these amounts.
(2) A contract for revolving guarantee by an individual does not become effective unless it provides for the maximum amount prescribed in the preceding paragraph.
(3) The provisions of Article 446, paragraphs (2) and (3) apply mutatis mutandis to the provisions concerning a maximum amount prescribed in paragraph (1) in a contract for revolving guarantee by an individual..
","
In a revolving guarantee contract on loans, even if the principal determination date is determined, if the maximum amount is not stipulated, it shall not be effective.
",465-2
H22-19-A,Y,"
Article 612
(1) A lessee may not assign the lease or sublease a leased thing without obtaining the approval of the lessor.
(2) If the lessee allows any third party to make use of or take the profits of a leased thing in violation of the provisions of the preceding paragraph, the lessor may cancel the contract..
","
A lessor who cancels a lease contract for reasons of unauthorized subleasing, and demands the lessee to return the subject matter is not required to demonstrate proof that he/she did not consent to the sublease.
",612
H22-19-O,Y,"
Article 467
(1) The assignment of a claim (including the assignment of a claim that is yet to arise) may not be duly asserted against the applicable obligor or any other third party, unless the assignor gives notice thereof to the obligor or the obligor has consented to the same.
(2) Notice or consent as referred to in the preceding paragraph may not be duly asserted against a third party other than the obligor unless the notice or the consent is made using an instrument bearing a certified date..
","
If the assignee of a claim demands the obligor to execute the assignment of the claim, in order for the obligor to refuse this, he/she is not required to demonstrate proof that there was no notification or consent regarding the claim assignment.
",467
H22-21-2,Y,"
Article 493
The tender of the performance must be made actually consistent with the main purport of the obligation;provided, however, that if the obligee refuses to accept that performance in advance or if any act is required on the part of the obligee with respect to the performance of the obligation, it is sufficient for the obligor to request the acceptance thereof by giving a notice that the tender of the performance has been prepared..
","
Even if the obligor of a monetary debt brings cash to the address of the obligee and demands acceptance, in cases where the obligee refuses to accept, even if the cash is not presented in front of the obligee, the provision is deemed as actual.
",493
H22-21-4,Y,"
Article 492
Upon tendering the performance, the obligor is relieved from any and all responsibilities which may arise from the non-performance of the obligation..
","
In cases where the obligor of a monetary debt provides actual performance on the time of performance, but the obligee refuses to accept the performance, the obligor does not carry the duty to pay delinquent charges after the provision.
",492
H22-22-2,Y,"
Article 551
(1) The donor is presumed to have promised to deliver or transfer the thing or right that is the subject matter of the gift, while maintaining its condition as of the time when it is specified as the subject matter of the gift.
(2) With respect to gifts with burden, the donor provides the same warranty as that of a seller, to the extent of that burden..
","
In cases where a gift of the specified thing is made without the donee bearing the responsibility, if the donor made the gift without knowing that the subject matter has a defect, the donor shall not assume a warranty for the defect.
",551
H22-23-A,N,"
Article 608
(1) If a lessee has defrayed necessary expenses with respect to the leased thing which ought to be borne by the lessor, the lessee may immediately demand the reimbursement of the same from the lessor.
(2) If the lessee has incurred beneficial expenses with respect to the leased thing, the lessor must reimburse those expenses on termination of the lease in compliance with the provisions of Article 196, paragraph (2);provided, however, that the court may, at the lessor's request, grant a reasonable period of time for the reimbursement of the same..
","
In cases where a lessee has defrayed necessary expenses with respect to the leased Thing in order to preserve the condition appropriate for profit from ordinary use of the subject, the lessee can wait for the end of the lease and demand the reimbursement of the same from the lessor.
",608
H22-23-E,N,"
Article 617
(1) If the parties do not specify the term of a lease, either party may give a notice of termination at any time. In such cases, a lease as set forth in one of the following items terminates when the term prescribed in that item has passed after the day of the notice of termination:
(i)
(ii)
(iii)
(2) With respect to leases of land with harvest seasons, the notice of termination must be given after the end of that season and before the next start of cultivation..
","
A lease without a specified term can be requested to be terminated at any time, and doing this will terminate the lease immediately.
",617
H22-23-O,Y,"
Article 613
(1) If a lessee lawfully subleases a leased thing, the sublessee is liable to perform an obligation based on the sublease directly to the lessor, to the extent of the scope of the lessee's obligation based on the lease between the lessor and the lessee. In such a case, advance payment of rent may not be duly asserted against the lessor.
(2) The provisions of the preceding paragraph do not preclude the lessor from exercising rights against the lessee.
(3) If the lessee lawfully subleases a leased thing, the lessor may not duly assert against the sublessee the cancellation by agreement of the lease with the lessee;provided, however, that this does not apply if, at the time of the cancellation, the lessor has a right to cancel due to non-performance on the part of the lessee..
","
In cases where the lessee of a movable has obtained the consent from the lessor who is the owner to sublease the movable to a sub-lesseef, when the term of the lease between the lessee and the lessor finishes, and the lease is not renewed, the lessor can demand the sub-lessee to return the subject based on ownership.
",613
H22-25-3,Y,"
Article 562
(1) If the subject matter delivered to the buyer does not conform to the terms of the contract with respect to the kind, quality or quantity, the buyer may demand that the seller cure the non-conformity of performance by repairing the subject matter, delivering the substitute or delivering the replenishment;provided, however, that the seller may cure the non-conformity of performance by a method that is different from the method demanded by the buyer if it does not impose any undue burden on the buyer.
(2) If the non-conformity referred to in the preceding paragraph is due to grounds attributable to the buyer, the buyer may not demand that the seller cure the non-conformity of performance under the provisions of that paragraph.
Article 533
A party to a bilateral contract may refuse to perform that party's own obligation until the other party tenders the performance of that other party's obligation (including the performance of an obligation to compensate for loss or damage in lieu of the performance of an obligation);provided, however, that this does not apply if the obligation of the other party is not yet due..
","
In cases where the contractor demands the party ordering work to provide remuneration, if there is any defect in the subject matter of work performed, and the party ordering work demands that the contractor repair the defect, the party ordering work can refuse to pay remuneration.
",562|533
H22-26-A,N,"
Article 648
(1) In the absence of any special agreements, the mandatary may not claim remuneration from the mandator.
(2) If a mandatary is to receive remuneration, the mandatary may not claim this until after having performed the mandated business;provided, however, that if the remuneration is specified with reference to period, the provisions of Article 624, paragraph (2) apply mutatis mutandis.
(3) In the following cases, the mandatary may demand remuneration in proportion to the performance already completed:
(i) if the mandatary is no longer able to perform the mandated business due to any grounds not attributable to the mandator; or
(ii) if the mandate is terminated during the course of performance..
","
Even in cases where consent has been reached between a mandator and a mandatary for the payment of remuneration, if the mandatary cancels the contract of mandate in the middle of performance of the mandated business, the mandatary cannot demand payment of remuneration.
",648
H22-26-I,Y,"
Article 650
(1) If the mandatary has expended costs found to be necessary for the administration of the mandated business, the mandatary may claim reimbursement of those costs from the mandator and any interest on the same from the day the costs were expended.
(2) If the mandatary has borne any obligation found to be necessary for the administration of the mandated business, the mandatary may demand that the mandator perform the obligation on the mandatary's behalf. In such cases, if the obligation has not yet fallen due, the mandatary may require the mandator to tender reasonable security.
(3) If a mandatary incurs loss or damage that is not due to the negligence of the mandatary in order to administer the mandated business, the mandatary may claim compensation for this from the mandator..
","
If the mandatary has incurred costs found to be necessary for the administration of the mandated business, the mandatary can claim the  reimbursement of those costs from the mandator and any interest on the same from the day the costs were incurred.
",650
H22-26-U,N,"
Article 646
(1) A mandatary must deliver to the mandator monies and other things received during the course of administering the mandated business. The same applies to fruits the mandatary has reaped.
(2) A mandatary must transfer to the mandator rights that the mandatary has acquired in the mandatary's own name on behalf of the mandator..
","
If the  mandatary,  received monies and other Things during the course of administrating the mandated bushiness, the mandatary must immediately deliver them to the mandator.
",646
H22-26-E,Y,"
Article 650
(1) If the mandatary has expended costs found to be necessary for the administration of the mandated business, the mandatary may claim reimbursement of those costs from the mandator and any interest on the same from the day the costs were expended.
(2) If the mandatary has borne any obligation found to be necessary for the administration of the mandated business, the mandatary may demand that the mandator perform the obligation on the mandatary's behalf. In such cases, if the obligation has not yet fallen due, the mandatary may require the mandator to tender reasonable security.
(3) If a mandatary incurs loss or damage that is not due to the negligence of the mandatary in order to administer the mandated business, the mandatary may claim compensation for this from the mandator..
","
Even in cases where costs, incurred by a mandatary in order to administrate the  mandated business with the care of a good manager, are later deemed as a result not to be necessary, the mandatary can demand reimbursement of those fees to the mandator.
",650
H22-27-1,N,"
Article 555
A sale becomes effective when one of the parties promises to transfer certain property rights to the other party and the other party promises to pay the price for this..
","
In a lawsuit demanding the payment of purchase money based on a contract of sale of real property, proof must be demonstrated with objects of the claim of the conclusion of the contract of the sale and the determination of the time of performance of the monetary claim.
",555
H22-27-2,N,"
Article 555
A sale becomes effective when one of the parties promises to transfer certain property rights to the other party and the other party promises to pay the price for this..
","
In a lawsuit demanding the delivery of a subject matter based on a contract of sale of real property, proof must be demonstrated with objects of the claim that the contract of sale was concluded and the ownership of the subject matter was attributed to the seller at the time of the conclusion of the contract.
",555
H22-27-3,Y,"
Article 601
A lease becomes effective if one of the parties promises to make a certain thing available for the other party to use and make profit, and the other party promises to pay rent for the leased thing and return the delivered thing when the contract is terminated..
","
In a lawsuit demanding the return of a subject matter based on the completion of a lease contract of movables, proof must be demonstrated with objects of the claim of the conclusion of the lease contract, the delivery of the subject matter based on the contract, and the facts that prove the completion of the lease contract.
",601
H22-27-4,N,"
Article 649
If costs will be incurred in administering the mandated business, the mandator must, at the request of the mandatary, pay an advance for those costs..
","
In a lawsuit demanding the advance payment of costs by a mandatary based on the contract of mandate, proof must be demonstrated with objects of the claim of the conclusion of the contract of mandate and the determination of remuneration.
",649
H22-27-5,N,"
Article 632
A contract for work become effective when one of the parties promises to complete work and the other party promises to pay remuneration for the outcome of the work.
Article 633
Remuneration must be paid simultaneously with delivery of the subject matter of work performed;provided, however, that if no delivery of a thing is required, the provisions of Article 624, paragraph (1) apply mutatis mutandis..
","
In a lawsuit demanding the payment of remuneration based on a contract for work, proof must be demonstrated with objects of the claim that the contract for work has been concluded and, if the delivery of the subject matter of work is required, that this has been delivered.
",632|633
H22-28-1,Y,"
Article 704
A beneficiary in bad faith must return the benefit received together with interest thereon. In such cases, if any damage still remains, the beneficiary is liable to compensate for this..
","
The beneficiary in bad faith of unjust enrichment must return the benefit received together with interest, and if any damages still remain, the beneficiary shall be liable to compensate for the same.
",704
H22-28-2,N,"
Article 705
A person that has paid money or delivered anything as performance of an obligation may not demand the return of the money paid or thing delivered if the person knew, at the time, that the obligation did not exist..
","
Even if an obligation does not exist, a person who knows that fact, or does not know by negligence and has tendered anything as performance of an obligation, that person cannot demand the return of the thing tendered.
",705
H22-28-3,N,"
Article 706
If an obligor has paid money or delivered anything as performance of an obligation that has not yet fallen due, the obligor may not demand the return of the money paid or thing delivered;provided, however, that if the obligor tendered anything by mistake, the obligee must return the benefit gained as a result..
","
In cases where an obligor mistakenly believes that a time of performance has arrived due to a mistake and has tended anything as  performance of his/her own obligation that has not yet fallen due , the obligor cannot demand the return of the thing tendered.
",706
H22-28-4,N,"
Article 707
(1) If a person that is not an obligor has performed an obligation by mistake and the obligee, acting in good faith, has allowed the instrument to be lost, has damaged the instrument, has waived the security, or has lost the claim by prescription, the person performing the obligation may not demand the return of subject matter of the performance.
(2) The provisions of the preceding paragraph do not preclude the person performing an obligation from exercising the right to reimbursement against the obligor..
","
Performance by a third party is also effective, and thus even if the an obligation of another person has been performed by mistake, the person who made the performance cannot demand the return of the performance to the obligee.
",707
H18-1-1,Y,"
Article 572
Even if the seller makes a special agreement to the effect that the seller does not warrant in the case prescribed in the main clause of Article 562, paragraph (1) or Article 565, the seller may not be released from that responsibility with respect to any fact that the seller knew but did not disclose, and with respect to any right that the seller personally created for or assigned to a third party..
","
A special provision that releases warranty can be made, but in that situation, when there are rights that the seller establishes on his/her own for a third party, the seller is not released of warranty.
",572
H18-1-2,N,"
Article 565
The provisions of the preceding three Articles apply mutatis mutandis if the right transferred by the seller to the buyer does not conform to the terms of the contract (including the case in which the seller fails to transfer part of a right that belongs to another person).
Article 566
If the subject matter delivered by the seller to the buyer does not conform to the terms of the contract with respect to the kind or quality, and the buyer fails to notify the seller of the non-conformity within one year from the time when the buyer becomes aware of it, the buyer may not demand cure of the non-conformity of performance, demand a reduction of the price, claim compensation for loss or damage, or cancel the contract, on the grounds of the non-conformity;provided, however, that this does not apply if the seller knew or did not know due to gross negligence the non-conformity at the time of the delivery..
","
There is a limitation period on pursuance of warranty if there is restriction due to superficies on the subject matter, but there is no restriction on pursuance of warranty if the seller's rights were revoked due to execution of the mortgage.
",565|566
H18-1-3,N,"
Article 568
(1) The successful bidder at an auction based on the provisions of the Civil Execution Act and other laws (hereinafter referred to as an ""auction"" in this Article) may cancel the contract or demand a reduction of the price against the obligor pursuant to the provisions of Articles 541 and 542 and the provisions of Article 563
(including as applied mutatis mutandis pursuant to Article 565).
(2) In the cases referred to in the preceding paragraph, if the obligor is insolvent, the successful bidder may demand total or partial reimbursement of the proceeds against the obligees that received the distribution of the proceeds.
(3) In the cases set forth in the preceding two paragraphs, if obligors knew of the absence of the object or right and did not disclose the same, or if obligees knew of the absence but demanded an auction, the successful bidder may claim compensation for loss or damage against those persons.
(4) The provisions of the preceding three paragraphs do not apply to the non-conformity with respect to the kind or quality of the subject matter of an auction..
","
A compulsory auction is also a sale, so warranty is imposed the same as for an ordinary sale.
",568
H18-2-1,Y,"
Article 697
(1) A person that has begun to manage a business for another person without being obligated to do so (hereinafter in this Chapter referred to as a ""manager"") must manage that business, in accordance with the nature of the business, in the way that best suits the interests of the principal (hereinafter referred to as ""benevolent intervention in another's business"").
(2) A manager must engage in benevolent intervention in another's business in accordance with the intentions of the principal if the manager knows, or is able to conjecture that intention..
","
In cases where a person plans to prevent crime in their own house by fixing the fence of a neighboring house, that person is found as having intent towards the other person.
",697
H18-2-2,Y,"
Article 698
If a manager engages in benevolent intervention in another's business in order to allow a principal to escape imminent danger to the principal's person, reputation, or property, the manager is not liable to compensate for damage resulting from this unless the manager has acted in bad faith or with gross negligence..
","
In cases where an individual rescues another person from getting hit by a car by pushing that person out of the way, causing the person's luxury kimono to get dirty, the rescuer does not have to compensate damages for the kimono.
",698
H18-2-3,N,"
Article 698
If a manager engages in benevolent intervention in another's business in order to allow a principal to escape imminent danger to the principal's person, reputation, or property, the manager is not liable to compensate for damage resulting from this unless the manager has acted in bad faith or with gross negligence..
","
A manager must engage in management exercising care identical to that he/she exercises for his/her own property..
",698
H18-2-4,Y,"
Article 702
(1) If a manager has incurred beneficial expenses for a principal, the manager may claim reimbursement of those costs from the principal.
(2) The provisions of Article 650, paragraph (2) apply mutatis mutandis if a manager has incurred beneficial obligations on behalf of the principal.
(3) If a manager has engaged in the benevolent intervention in another's business against the will of the principal, the provisions of the preceding two paragraphs apply mutatis mutandis, solely to the extent currently enriched..
","
In cases where a person repairs the fence of a neighboring house after it collapsed due to a typhoon, but the neighbor had intended to replace the fence with a concrete-block wall in the near future, if a separate typhoon causes the repaired sections to collapse the following week, reimbursement of repair fees can no longer be demanded.
",702
H18-2-5,N,"
Article 697
(1) A person that has begun to manage a business for another person without being obligated to do so (hereinafter in this Chapter referred to as a ""manager"") must manage that business, in accordance with the nature of the business, in the way that best suits the interests of the principal (hereinafter referred to as ""benevolent intervention in another's business"").
(2) A manager must engage in benevolent intervention in another's business in accordance with the intentions of the principal if the manager knows, or is able to conjecture that intention..
","
Even in cases when a parent, based on the authority of parents determined under the law, performs the business of the child as a statutory agent, Management of Business is established.
",697
H18-3-2,Y,"
Article 715
(1) A person that employs another person for a business undertaking is liable to compensate for damage inflicted on a third party by that person's employees with respect to the execution of that business;provided, however, that this does not apply if the employer exercised reasonable care in appointing the employee or in supervising the business, or if the damage could not have been avoided even if the employer had exercised reasonable care.
(2) A person that supervises a business on behalf of the employer also has the liability referred to in the preceding paragraph.
(3) The provisions of the preceding two paragraphs do not preclude the employer or supervisor from exercising their right to reimbursement against the employee..
","
The employer is released from his/her liability in cases when proof is provided that the employer made proper care regarding the appointment and supervision of the employee.
",715
H18-3-4,Y,"
Article 715
(1) A person that employs another person for a business undertaking is liable to compensate for damage inflicted on a third party by that person's employees with respect to the execution of that business;provided, however, that this does not apply if the employer exercised reasonable care in appointing the employee or in supervising the business, or if the damage could not have been avoided even if the employer had exercised reasonable care.
(2) A person that supervises a business on behalf of the employer also has the liability referred to in the preceding paragraph.
(3) The provisions of the preceding two paragraphs do not preclude the employer or supervisor from exercising their right to reimbursement against the employee..
","
Even in cases when the victim has proven that authority of supervision has been granted to the agent supervisor from the employerprior to the act of injury of the employee, if proof is provided that the agent supervisor exercised reasonable care to the appointment and supervisionof the employee, the agent supervisor is released from liability.
",715
H18-9-1,Y,"
Article 175
No real right may be established other than those prescribed by laws including this Code.
Article 265
A superficiary has the right to use another person's land in order to own structures, or trees or bamboo, on that land.
Article 270
A farming right holder has the right to pay rent and engage in cultivation or livestock farming on another person's land.
Article 280
A servitude holder has the right to use another person's land for the convenience of their own lands in accordance with purposes prescribed in the act establishing the servitude;provided, however, that this right must not violate the provisions (limited to those that relate to public policy) under Section 1 of Chapter 3 (Extent of Ownership)..
", Usufructuary rights are only established for real estate. ,175|265|270|280
H18-9-2,N,"
Article 295
(1) If a possessor of a thing belonging to another person has a claim that has arisen in relation to that thing, that possessor may retain that thing until that claim is satisfied;provided, however, that this does not apply if the relevant claim has not yet fallen due.
(2) The provisions of the preceding paragraph do not apply if possession commenced by means of a tortious act.
Article 303
The holder of a statutory lien has the rights to have that holder's own claim satisfied prior to other obligees out of the assets of the relevant obligor in accordance with the provisions of laws including this Act.
Article 388
If the land and a building on that land belong to the same owner, a mortgage is created with respect to that land or building, and the enforcement of that mortgage causes them to belong to different owners, it is deemed that a superficies has been created with respect to that building.In this case, the rent is fixed by the court at the request of the parties..
","
Statutory real rights granted by way of security exist, but statutory usufructuary rights do not exist.
",295|303|388
H18-9-3,N,"
Article 329
(1) If there are competing general statutory liens, the order of priority follows the order set forth in each item of Article 306.
(2) Ife there are competing a general statutory lien and a special statutory lien, the special statutory lien has priority over the general statutory lien;provided, however, that statutory liens on expenses for the common benefit have priority being effective against all obligees who benefit from the same.
Article 306
A person that has a claim arising from the causes set forth below has a statutory lien over the entire assets of the obligor:
(i) expenses for the common benefit;
(ii) an employer-employee relationship;
(iii) funeral expenses; or
(iv) the supply of daily necessaries.
Article 330
(1) If there are competing special statutory liens against the same movables, the order of priority follows the order set forth below.In this case, if there are two or more preservers with respect to the statutory liens for preservation of movables set forth in item (ii), a new preserver has priority over previous preservers:
(i) statutory liens for leases of immovables, lodging at hotels and transportation;
(ii) statutory liens for the preservation of movables; and
(iii) statutory liens for the sale of movables, the supply of seeds and seedlings or fertilizer, agricultural labor and industrial labor.
(2) In the cases referred to in the preceding paragraph, if a holder of a statutory lien ranked first knew at the time of acquiring the relevant claim of the existence of a holder of a statutory lien of the second or third rank, that holder may not exercise the relevant rights of priority against those persons. The same applies to the exercise against persons that have preserved things on behalf of the holder of a statutory lien of the first rank.
(3) Regarding fruits, the first rank belongs to persons who engage in agricultural labor, the second rank belongs to persons that supply seeds and seedlings or fertilizer, and the third rank belongs to lessors of land..
","
In cases where real rights do not require requirements of perfection, the real rights that formed earlier in time take priority.
",329|306|330
H18-15-1,N,"
Article 398-20
(1) The principal secured by a revolving mortgage is crystallized in the following cases:
(i) if the revolving mortgagee has filed, with respect to the mortgaged immovables, a petition for auction or execution against earnings from immovable collateral or the attachment under the provisions of Article 304
as applied mutatis mutandis pursuant to Article 372;provided, however, that this provision applies only if the commencement of either auction procedures or execution procedures against earnings from immovable collateral, or an attachment has been effected;
(ii) if the revolving mortgagee has effected an attachment for disposition of delinquency against the mortgaged immovables;
(iii) if two weeks have passed from the time when the revolving mortgagee acquired knowledge of the commencement of auction procedures or attachment for disposition of delinquency against the mortgaged immovables; or
(iv) if the obligor or mortgagor of the revolving mortgage has become subject to an order commencing bankruptcy proceeding.
(2) If the commencement of auction procedures, the attachment under item (iii) of the preceding paragraph or the order commencing bankruptcy proceeding under item (iv) of that paragraph ceases to be effective, it is deemed that the principal secured was not crystallized;provided, however, that this does not apply if a person has acquired that revolving mortgage or a right for which the revolving mortgage is the subject matter on the assumption that the principal was crystallized..
","
Even if procedures for auctions petitioned by a lower rank security interest holder have begun, since the  first rank -revolving mortgagee has priority over the lower rank security interest holder regarding selection of the timing of the auction, the first rank revolving mortgagee can stop the auction procedures without fixing the principal.
",398-20
H18-15-2,N,"
Article 398-3
(1) A revolving mortgagee may exercise the relevant revolving mortgage up to the maximum amount with respect to all of crystallized principal as well as periodic payments including interest and compensation for loss or damage resulting from failure to perform obligations.
(2) If a claim under a negotiable instrument or check or electronically recorded monetary claim acquired from causes other than the transactions with the obligor is agreed to be treated as a claim to be secured by a revolving mortgage, and any of the following grounds exist, that revolving mortgage may be exercised only with respect to claims acquired before those grounds arose;provided, however, that even with respect to claims acquired after the grounds arose, the exercise of the revolving mortgage is not precluded as far as the claims were acquired without knowledge of those grounds:
(i) the suspension of payments by the obligor;
(ii) a petition to commence bankruptcy proceeding, the commencement of rehabilitation proceeding, the commencement of reorganization proceeding or the commencement for special liquidation with respect to the obligor; or
(iii) a petition for commencement of auction procedure in relation to a mortgaged immovables or attachment for disposition of delinquency..
","
If the principal is fixed, the revolving mortgage will be treated the same as an ordinary mortgage, and thus, interests or damages of secured claims secured by the revolving mortgage shall be limited to the amount of the last two years.
",398-3
H18-15-3,N,"
Article 398-2
(1) Mortgages may be created, by an establishing act, in order to secure unspecified claims of a certain scope, up to the limit of a maximum amount.
(2) The scope of the unspecified claims to be secured by the mortgage under the provisions of the preceding paragraph (hereinafter referred to as ""revolving mortgage"") must be prescribed by limiting the scope to claims arising from specific contracts with the obligor for continuous transactions or other claims arising from certain kinds of transactions with the obligor.
(3) Claims that arise continuously with the obligor pursuant to a specific cause, claims under negotiable instruments or checks, or electronically recorded monetary claims (meaning electronically recorded monetary claims prescribed in Article 2, paragraph (1) of the Electronically Recorded Monetary Claims Act (Act No. 102 of 2007); the same applies in paragraph (2) of the following Article) may be treated as claims that are to be secured by a revolving mortgage, notwithstanding the provisions of the preceding paragraph..
","
Since the  limit of performance received in priority by the revolving mortgage is determined by the  maximum amount, and  lower rank  security holders and  ordinary obligees do not possess interest in what kind of obligation will be secured,  the purpose  of the limit of the scope of the secured claim is to protect all mortgagors.
",398-2
H18-15-4,N,"
Article 398-7
(1) A person that acquires a claim from a revolving mortgagee before the principal is crystallized may not exercise the revolving mortgage with respect to that claim. The same applies to a person that made payment for or on behalf of an obligor before the principal was crystallized.
(2) If an obligation is assumed before the principal is crystallized, the revolving mortgagee may not exercise the revolving mortgage with respect to the obligation of the person that assumes the obligation.
(3) If the assumption of obligation releasing an old obligor is effected before the principal is crystallized, the obligee may not transfer the revolving mortgage to the obligation assumed by the new obligor, notwithstanding the provisions of Article 472-4, paragraph (1).
(4) If any novation due to the substitution of the obligee is effected before the principal is crystallized, the obligee before the novation may not transfer the revolving mortgage to the obligations after the novation, notwithstanding the provisions of Article 518, paragraph (1). The same applies to the obligee in the case of novation due to the substitution of the obligor before the principal is crystallized..
","
Even before the principal of the revolving mortgage is fixed, the  third party that performed secured claims after the arrival of the due date can execute the revolving mortgage in subrogation of the revolving mortgager, in order to make the right to obtain reimbursement from the obligor secure.
",398-7
H18-15-5,Y,"
Article 398-12
(1) Before the principal is crystallized, a revolving mortgagee may assign a revolving mortgage, with the approval of the mortgagor of the revolving mortgage.
(2) A revolving mortgagee may divide the revolving mortgage into two revolving mortgages and assign either of the same pursuant to the provisions of the preceding paragraph.In this case, the rights for which that revolving mortgage is the subject matter is extinguished with respect to the revolving mortgage that was assigned.
(3) In order to effect an assignment under the provisions of the preceding paragraph, the approval of the person that holds the rights for which that revolving mortgage is the subject matter must be obtained.
Article 398-13
Before the principal is crystallized, a revolving mortgagee may, with the approval of the mortgagor of the revolving mortgage, effect a partial assignment of the revolving mortgage (meaning assignments of revolving mortgages that the assignor effects without dividing the revolving mortgage in order to co-own the same with the assignee; hereinafter the same applies in this Section)..
","
Since a  revolving mortgage before the fixing of principal  can be described as a right which dominates the value of the maximum amount  detached from the secured claim, it can be transferred in whole or in part, but since the obligor and the secured claim may change, approval must be obtained from the revolving mortgagor.
",398-12|398-13
H18-20-1,N,"
Article 9
A juridical act performed by an adult ward is voidable;provided, however, that this does not apply to the purchase of daily necessities or to any other act involved in day-to-day life..
","
In cases where an adult ward receives the gift of a building, the adult ward cannot rescindthe relevant gift contract.
",9
H18-20-2,Y,"
Article 9
A juridical act performed by an adult ward is voidable;provided, however, that this does not apply to the purchase of daily necessities or to any other act involved in day-to-day life.
Article 120
(1) An act that is voidable on the grounds of the qualified legal capacity to act of the person who did the act may be rescinded only by the person with qualified legal capacity (in the case of an act performed by the person as a legal representative of another person with limited capacity, including that other person with limited capacity), or an agent or successor thereof, or a person who has the authority to give consent thereto.
(2) An act that is voidable on the grounds of a mistake, fraud or duress may be rescinded only by the person who made the defective manifestation of intention, or an agent or successor thereof..
","
In cases when the adult ward performs juristic acts other than acts related to everyday life, even if the adult ward obtains approval from the guardian of the adult in advance for the relevant juristic act, the adult ward can rescindthe juristic act.
",9|120
H18-20-3,N,"
Article 7
The family court may decide to commence a guardianship in respect of a person who constantly lacks the capacity to appreciate the person's own situation due to a mental disorder, at the request of the person in question, that person's spouse, that person's relative within the fourth degree of kinship, the person's guardian of a minor, the person's supervisor of a minor's guardian, the person's curator, the person's curator's supervisor, the person's assistant, the person's assistant's supervisor, or a public prosecutor..
","
The minor that has been appointed a guardian of a minor cannot request a ruling for commencement of guardianship and be appointed a guardian of an adult.
",7
H18-21-2,N,"
Article 152
(1) If a right is acknowledged, a new period of prescription commences to run at the time of the acknowledgment.
(2) With respect to the disposition of the right of the other party, an acknowledgment referred to in the preceding paragraph does not require unlimited capacity to act or authority.
Article 153
(1) The postponement of the expiry of prescription period or the renewal of prescription period under the provisions of Article 147
or Article 148
is effective only between the parties with respect to whom grounds to postpone the expiry of prescription period or to renew prescription period have arisen and their successors.
(2) The postponement of expiry of prescription period under the provisions of Articles 149 through 151 is effective only between the parties with respect to whom grounds to postpone the expiry of prescription period have arisen and their successors.
(3) The renewal of prescription period under the provisions of the preceding Article is effective only between the parties with respect to whom grounds to renew prescription period have arisen and their successors.
Article 458
The provisions of Article 438, Article 439, paragraph (1), Article 440, and Article 441
apply mutatis mutandis to circumstances which arise with regard to the guarantor that bears the obligation jointly and severally with the principal obligor.
Article 441
Except in cases prescribed in Articles 438, Article 439, paragraph (1), and the preceding Article, any circumstances which have arisen with respect to one of the joint and several obligors is not effective in relation to other joint and several obligors;provided, however, that if the obligee and one of the other joint and several obligors manifest a different intention, their intention prevails with respect to the effect in relation to the remaining other joint and several obligees..
","
When jointly and severally liable guarantor person C acknowledges a claim from person A to person B before the prescription period has elapsed, the effect of interruption of prescription also affects main obligor person B.
",152|153|458|441
H18-21-3,Y,"
Article 169
(1) The period of prescription of a right determined by a final and binding judgment or anything that has the same effect as a final and binding judgment is 10 years even if a period of prescription shorter than 10 years is provided for.
(2) The provisions of the preceding paragraph do not apply to a claim which is not yet due and payable at the time when it is determined..
","
Regarding delay in performance of a claim that occurred due to a commercial transaction, when a civil conciliation which states that the obligor will perform in installments is formed, the period of prescription for the relevant claim shall be 10 years.
",169
